# Time	forces(pressure, viscous) moment(pressure, viscous)
309	(((1.97582e-07 -7.38173e-10 2.26054e-17) (1.10367e-07 -3.49374e-10 2.56848e-12)) ((1.98068e-13 2.5648e-13 4.74429e-17) (-2.09604e-13 -1.39557e-13 6.15576e-12)))
310	(((1.97535e-07 -7.49136e-10 7.02883e-18) (1.10288e-07 -3.49318e-10 2.67142e-12)) ((1.41522e-13 2.90564e-13 4.73724e-17) (-2.0257e-13 -1.42519e-13 6.30136e-12)))
311	(((1.975e-07 -7.59047e-10 2.35591e-17) (1.10208e-07 -3.49303e-10 2.33004e-12)) ((1.88728e-13 2.52115e-13 4.74345e-17) (-1.97975e-13 -1.33358e-13 6.43974e-12)))
312	(((1.97459e-07 -7.59598e-10 8.02404e-18) (1.10129e-07 -3.49333e-10 2.66252e-12)) ((1.36212e-13 2.89143e-13 4.72403e-17) (-2.07261e-13 -1.43906e-13 6.5814e-12)))
313	(((1.97391e-07 -7.5836e-10 2.15976e-17) (1.10051e-07 -3.49343e-10 2.57319e-12)) ((1.93328e-13 2.53057e-13 4.73104e-17) (-2.03986e-13 -1.40118e-13 6.72361e-12)))
314	(((1.973e-07 -7.5162e-10 8.88658e-18) (1.09974e-07 -3.49333e-10 2.62836e-12)) ((1.39348e-13 2.88801e-13 4.73151e-17) (-2.04897e-13 -1.43188e-13 6.86539e-12)))
315	(((1.97206e-07 -7.48252e-10 2.30157e-17) (1.09898e-07 -3.49391e-10 2.48222e-12)) ((1.95431e-13 2.53036e-13 4.74486e-17) (-2.07724e-13 -1.39026e-13 7.00406e-12)))
316	(((1.97129e-07 -7.44982e-10 7.94565e-18) (1.09824e-07 -3.4939e-10 2.57451e-12)) ((1.44643e-13 2.86859e-13 4.73961e-17) (-2.04722e-13 -1.41581e-13 7.14141e-12)))
317	(((1.97075e-07 -7.54164e-10 2.31747e-17) (1.0975e-07 -3.49356e-10 2.52965e-12)) ((1.99167e-13 2.53584e-13 4.73751e-17) (-2.11803e-13 -1.40529e-13 7.27267e-12)))
318	(((1.97042e-07 -7.67424e-10 9.59753e-18) (1.09677e-07 -3.49337e-10 2.2784e-12)) ((1.44252e-13 2.83871e-13 4.72259e-17) (-1.96269e-13 -1.35132e-13 7.40344e-12)))
319	(((1.97008e-07 -7.73103e-10 2.54794e-17) (1.09604e-07 -3.49398e-10 2.16475e-12)) ((1.99036e-13 2.48802e-13 4.72726e-17) (-1.92154e-13 -1.3082e-13 7.53015e-12)))
320	(((1.9695e-07 -7.66027e-10 1.07004e-17) (1.09532e-07 -3.49397e-10 2.5314e-12)) ((1.47734e-13 2.85276e-13 4.7203e-17) (-2.0526e-13 -1.42262e-13 7.65991e-12)))
321	(((1.96868e-07 -7.63539e-10 2.33123e-17) (1.0946e-07 -3.49437e-10 2.41931e-12)) ((1.98312e-13 2.49305e-13 4.72182e-17) (-2.07652e-13 -1.38836e-13 7.78733e-12)))
322	(((1.96779e-07 -7.61544e-10 9.94512e-18) (1.0939e-07 -3.4951e-10 2.49351e-12)) ((1.52899e-13 2.83141e-13 4.73396e-17) (-2.03996e-13 -1.41271e-13 7.91568e-12)))
323	(((1.96699e-07 -7.62563e-10 2.6231e-17) (1.09321e-07 -3.49525e-10 2.42239e-12)) ((2.03267e-13 2.49028e-13 4.74483e-17) (-2.08848e-13 -1.38827e-13 8.03927e-12)))
324	(((1.96642e-07 -7.65249e-10 9.07721e-18) (1.09253e-07 -3.49608e-10 2.43234e-12)) ((1.57926e-13 2.8041e-13 4.73593e-17) (-2.0704e-13 -1.40295e-13 8.16273e-12)))
325	(((1.96607e-07 -7.75587e-10 2.70551e-17) (1.09186e-07 -3.49598e-10 2.4338e-12)) ((2.08909e-13 2.44497e-13 4.74723e-17) (-2.10565e-13 -1.38807e-13 8.2817e-12)))
326	(((1.96578e-07 -7.8361e-10 1.33138e-17) (1.09119e-07 -3.49582e-10 2.11397e-12)) ((1.55743e-13 2.80817e-13 4.74103e-17) (-1.93596e-13 -1.31181e-13 8.39819e-12)))
327	(((1.9653e-07 -7.84678e-10 2.62872e-17) (1.09052e-07 -3.49609e-10 2.36657e-12)) ((2.04908e-13 2.44231e-13 4.74495e-17) (-2.10552e-13 -1.37951e-13 8.51451e-12)))
328	(((1.96457e-07 -7.75423e-10 1.10914e-17) (1.08986e-07 -3.49742e-10 2.41806e-12)) ((1.60722e-13 2.79508e-13 4.75054e-17) (-2.05442e-13 -1.39993e-13 8.63191e-12)))
329	(((1.96372e-07 -7.73664e-10 2.86376e-17) (1.0892e-07 -3.49782e-10 2.34956e-12)) ((2.04915e-13 2.45591e-13 4.75651e-17) (-2.10091e-13 -1.37265e-13 8.74793e-12)))
330	(((1.96293e-07 -7.76509e-10 1.04499e-17) (1.08857e-07 -3.49905e-10 2.33315e-12)) ((1.61115e-13 2.77536e-13 4.75333e-17) (-2.07411e-13 -1.38141e-13 8.86357e-12)))
331	(((1.96234e-07 -7.79972e-10 2.85396e-17) (1.08793e-07 -3.49958e-10 2.29059e-12)) ((2.11299e-13 2.41491e-13 4.77149e-17) (-2.09126e-13 -1.35621e-13 8.97485e-12)))
332	(((1.96197e-07 -7.81951e-10 1.21991e-17) (1.08731e-07 -3.50036e-10 2.32291e-12)) ((1.59953e-13 2.80566e-13 4.75261e-17) (-2.07671e-13 -1.37914e-13 9.08319e-12)))
333	(((1.96171e-07 -7.91054e-10 2.71048e-17) (1.08669e-07 -3.50072e-10 2.18904e-12)) ((2.08272e-13 2.42569e-13 4.74039e-17) (-2.0742e-13 -1.34653e-13 9.18976e-12)))
334	(((1.96131e-07 -7.93347e-10 1.26265e-17) (1.08607e-07 -3.50183e-10 2.31362e-12)) ((1.60469e-13 2.77996e-13 4.74566e-17) (-2.04102e-13 -1.38611e-13 9.29705e-12)))
335	(((1.96066e-07 -7.90078e-10 3.06388e-17) (1.08545e-07 -3.50235e-10 1.9833e-12)) ((2.03218e-13 2.44807e-13 4.76243e-17) (-1.95928e-13 -1.28956e-13 9.40332e-12)))
336	(((1.95987e-07 -7.82933e-10 1.39231e-17) (1.08485e-07 -3.50403e-10 2.03812e-12)) ((1.55744e-13 2.76434e-13 4.7575e-17) (-1.95564e-13 -1.3168e-13 9.51102e-12)))
337	(((1.95909e-07 -7.84183e-10 2.62282e-17) (1.08425e-07 -3.50429e-10 2.33465e-12)) ((2.14313e-13 2.4412e-13 4.78975e-17) (-2.10938e-13 -1.38334e-13 9.61618e-12)))
338	(((1.95849e-07 -7.88823e-10 1.27519e-17) (1.08367e-07 -3.50496e-10 2.39366e-12)) ((1.58957e-13 2.81117e-13 4.78688e-17) (-2.10514e-13 -1.40943e-13 9.71772e-12)))
339	(((1.95811e-07 -7.95327e-10 2.51958e-17) (1.08309e-07 -3.5054e-10 2.22662e-12)) ((2.12084e-13 2.44229e-13 4.78351e-17) (-2.10266e-13 -1.36568e-13 9.81708e-12)))
340	(((1.95786e-07 -7.96922e-10 1.29134e-17) (1.08251e-07 -3.50636e-10 2.32953e-12)) ((1.6085e-13 2.78744e-13 4.77961e-17) (-2.05614e-13 -1.39928e-13 9.91439e-12)))
341	(((1.95752e-07 -8.01184e-10 2.74185e-17) (1.08193e-07 -3.50671e-10 2.23475e-12)) ((2.07205e-13 2.47971e-13 4.77608e-17) (-2.06791e-13 -1.37181e-13 1.00113e-11)))
342	(((1.95696e-07 -8.01236e-10 1.19842e-17) (1.08136e-07 -3.50778e-10 2.2462e-12)) ((1.58562e-13 2.7951e-13 4.76577e-17) (-2.02863e-13 -1.39231e-13 1.01106e-11)))
343	(((1.95623e-07 -7.97092e-10 2.74913e-17) (1.0808e-07 -3.50866e-10 2.18713e-12)) ((2.1139e-13 2.45197e-13 4.78904e-17) (-2.02757e-13 -1.36427e-13 1.02095e-11)))
344	(((1.95544e-07 -7.9205e-10 1.32558e-17) (1.08025e-07 -3.51005e-10 2.29295e-12)) ((1.56443e-13 2.84379e-13 4.77833e-17) (-2.03119e-13 -1.40054e-13 1.03094e-11)))
345	(((1.95485e-07 -7.95995e-10 2.8908e-17) (1.0797e-07 -3.51011e-10 2.14771e-12)) ((2.07468e-13 2.39447e-13 4.78666e-17) (-2.06642e-13 -1.35684e-13 1.04059e-11)))
346	(((1.95448e-07 -8.01493e-10 1.23067e-17) (1.07916e-07 -3.51059e-10 2.25289e-12)) ((1.61753e-13 2.80142e-13 4.79943e-17) (-2.01195e-13 -1.3898e-13 1.04986e-11)))
347	(((1.95424e-07 -8.0786e-10 2.91701e-17) (1.07863e-07 -3.51112e-10 2.18224e-12)) ((2.06667e-13 2.43367e-13 4.78951e-17) (-2.05823e-13 -1.3649e-13 1.0589e-11)))
348	(((1.95395e-07 -8.06605e-10 1.18682e-17) (1.07809e-07 -3.51185e-10 2.22053e-12)) ((1.5756e-13 2.78811e-13 4.77861e-17) (-1.99369e-13 -1.39364e-13 1.06784e-11)))
349	(((1.95348e-07 -8.07612e-10 2.95111e-17) (1.07756e-07 -3.51219e-10 2.14038e-12)) ((2.04887e-13 2.38632e-13 4.79955e-17) (-2.01888e-13 -1.36254e-13 1.07676e-11)))
350	(((1.95278e-07 -8.07372e-10 1.33022e-17) (1.07704e-07 -3.51311e-10 2.26037e-12)) ((1.61558e-13 2.81749e-13 4.79545e-17) (-2.00128e-13 -1.40255e-13 1.0857e-11)))
351	(((1.95207e-07 -8.05824e-10 2.48239e-17) (1.07652e-07 -3.51379e-10 2.12275e-12)) ((2.0731e-13 2.46209e-13 4.79214e-17) (-2.03627e-13 -1.365e-13 1.09462e-11)))
352	(((1.95146e-07 -8.016e-10 1.25768e-17) (1.07601e-07 -3.5147e-10 2.22948e-12)) ((1.6396e-13 2.78417e-13 4.80639e-17) (-1.98133e-13 -1.39688e-13 1.10336e-11)))
353	(((1.95101e-07 -8.07432e-10 2.59851e-17) (1.07551e-07 -3.51485e-10 2.19243e-12)) ((2.0759e-13 2.49274e-13 4.81357e-17) (-2.04807e-13 -1.37556e-13 1.11185e-11)))
354	(((1.95074e-07 -8.15055e-10 1.34428e-17) (1.07501e-07 -3.51541e-10 2.28459e-12)) ((1.62112e-13 2.78507e-13 4.80536e-17) (-1.99663e-13 -1.41218e-13 1.12011e-11)))
355	(((1.95048e-07 -8.19459e-10 2.48891e-17) (1.07451e-07 -3.51612e-10 2.16927e-12)) ((2.08173e-13 2.44778e-13 4.82606e-17) (-2.00756e-13 -1.37618e-13 1.1282e-11)))
356	(((1.95013e-07 -8.17274e-10 1.31369e-17) (1.07402e-07 -3.51741e-10 2.33957e-12)) ((1.56403e-13 2.85287e-13 4.80115e-17) (-1.96964e-13 -1.43096e-13 1.13644e-11)))
357	(((1.94957e-07 -8.16459e-10 2.29636e-17) (1.07353e-07 -3.51795e-10 2.143e-12)) ((2.07611e-13 2.45707e-13 4.81557e-17) (-2.00672e-13 -1.37753e-13 1.14464e-11)))
358	(((1.94886e-07 -8.14143e-10 1.29366e-17) (1.07304e-07 -3.51862e-10 2.30021e-12)) ((1.63703e-13 2.79853e-13 4.82904e-17) (-1.96169e-13 -1.4207e-13 1.15269e-11)))
359	(((1.94823e-07 -8.14726e-10 2.31638e-17) (1.07257e-07 -3.51979e-10 2.17246e-12)) ((2.03697e-13 2.52977e-13 4.84074e-17) (-2.02494e-13 -1.38343e-13 1.16077e-11)))
360	(((1.94775e-07 -8.14177e-10 1.09126e-17) (1.0721e-07 -3.521e-10 2.24173e-12)) ((1.62724e-13 2.81004e-13 4.82355e-17) (-1.98414e-13 -1.40824e-13 1.16867e-11)))
361	(((1.94745e-07 -8.19398e-10 2.5389e-17) (1.07164e-07 -3.52136e-10 2.14053e-12)) ((2.11652e-13 2.46942e-13 4.85765e-17) (-2.01624e-13 -1.37302e-13 1.1762e-11)))
362	(((1.94721e-07 -8.25731e-10 1.38399e-17) (1.07117e-07 -3.52141e-10 2.2066e-12)) ((1.64664e-13 2.83371e-13 4.85033e-17) (-2.00398e-13 -1.41039e-13 1.18341e-11)))
363	(((1.94694e-07 -8.28949e-10 2.51038e-17) (1.07071e-07 -3.52211e-10 2.02659e-12)) ((2.0059e-13 2.46322e-13 4.84464e-17) (-2.05702e-13 -1.35915e-13 1.19073e-11)))
364	(((1.94648e-07 -8.24372e-10 1.05387e-17) (1.07025e-07 -3.52339e-10 2.20465e-12)) ((1.623e-13 2.83569e-13 4.84143e-17) (-1.96465e-13 -1.41095e-13 1.19818e-11)))
365	(((1.94582e-07 -8.23182e-10 2.65528e-17) (1.0698e-07 -3.52345e-10 2.06453e-12)) ((2.06795e-13 2.48723e-13 4.84871e-17) (-2.05435e-13 -1.37334e-13 1.20538e-11)))
366	(((1.94519e-07 -8.23637e-10 8.68209e-18) (1.06936e-07 -3.52418e-10 2.14323e-12)) ((1.57649e-13 2.83188e-13 4.85673e-17) (-1.99823e-13 -1.39822e-13 1.21261e-11)))
367	(((1.94467e-07 -8.24383e-10 2.58179e-17) (1.06892e-07 -3.52493e-10 2.08302e-12)) ((2.11786e-13 2.46434e-13 4.86429e-17) (-2.01678e-13 -1.37121e-13 1.21971e-11)))
368	(((1.9443e-07 -8.25691e-10 1.12869e-17) (1.06848e-07 -3.52599e-10 2.18232e-12)) ((1.65289e-13 2.84375e-13 4.86113e-17) (-2.00268e-13 -1.40498e-13 1.22664e-11)))
369	(((1.94412e-07 -8.31683e-10 2.52477e-17) (1.06805e-07 -3.52558e-10 2.03336e-12)) ((2.10375e-13 2.43632e-13 4.86113e-17) (-2.04133e-13 -1.36342e-13 1.23321e-11)))
370	(((1.94389e-07 -8.36937e-10 1.12927e-17) (1.06762e-07 -3.52665e-10 2.18614e-12)) ((1.58083e-13 2.83542e-13 4.87897e-17) (-1.99282e-13 -1.41053e-13 1.23986e-11)))
371	(((1.94347e-07 -8.37189e-10 2.69226e-17) (1.06719e-07 -3.52728e-10 2.07265e-12)) ((2.10112e-13 2.47592e-13 4.87218e-17) (-2.03695e-13 -1.38021e-13 1.24651e-11)))
372	(((1.94294e-07 -8.32281e-10 1.11014e-17) (1.06677e-07 -3.52871e-10 2.12977e-12)) ((1.5961e-13 2.79669e-13 4.87584e-17) (-1.99291e-13 -1.40342e-13 1.25331e-11)))
373	(((1.94232e-07 -8.30596e-10 2.41853e-17) (1.06635e-07 -3.52903e-10 2.01818e-12)) ((2.08815e-13 2.49109e-13 4.89858e-17) (-2.02446e-13 -1.36575e-13 1.25997e-11)))
374	(((1.94174e-07 -8.33118e-10 1.19992e-17) (1.06594e-07 -3.5299e-10 2.16591e-12)) ((1.6248e-13 2.83975e-13 4.89746e-17) (-2.01664e-13 -1.40857e-13 1.26655e-11)))
375	(((1.94137e-07 -8.35691e-10 2.12193e-17) (1.06554e-07 -3.53014e-10 1.97821e-12)) ((2.07239e-13 2.46755e-13 4.90472e-17) (-2.06537e-13 -1.34912e-13 1.27279e-11)))
376	(((1.94116e-07 -8.37294e-10 8.66427e-18) (1.06514e-07 -3.53111e-10 2.12619e-12)) ((1.58659e-13 2.8656e-13 4.8969e-17) (-2.01353e-13 -1.39174e-13 1.27899e-11)))
377	(((1.94094e-07 -8.44336e-10 2.39318e-17) (1.06473e-07 -3.5318e-10 2.01778e-12)) ((2.07728e-13 2.49169e-13 4.90037e-17) (-2.05115e-13 -1.36347e-13 1.28523e-11)))
378	(((1.94065e-07 -8.46076e-10 1.01765e-17) (1.06433e-07 -3.53203e-10 2.07343e-12)) ((1.61602e-13 2.80502e-13 4.89047e-17) (-2.00171e-13 -1.39091e-13 1.29134e-11)))
379	(((1.94017e-07 -8.43666e-10 2.44008e-17) (1.06394e-07 -3.53298e-10 1.97035e-12)) ((2.05156e-13 2.47967e-13 4.91692e-17) (-2.04893e-13 -1.3605e-13 1.29758e-11)))
380	(((1.93956e-07 -8.40209e-10 1.26548e-17) (1.06354e-07 -3.53458e-10 2.13193e-12)) ((1.66816e-13 2.83544e-13 4.89999e-17) (-1.9888e-13 -1.40567e-13 1.30399e-11)))
381	(((1.939e-07 -8.40378e-10 2.35685e-17) (1.06316e-07 -3.53497e-10 1.98561e-12)) ((2.08485e-13 2.45364e-13 4.90976e-17) (-2.04803e-13 -1.3613e-13 1.31019e-11)))
382	(((1.93857e-07 -8.42363e-10 9.70504e-18) (1.06278e-07 -3.53546e-10 2.09735e-12)) ((1.66242e-13 2.85309e-13 4.92771e-17) (-2.00861e-13 -1.39456e-13 1.31603e-11)))
383	(((1.93829e-07 -8.46694e-10 2.33737e-17) (1.0624e-07 -3.53565e-10 1.96145e-12)) ((2.09067e-13 2.52246e-13 4.92253e-17) (-2.08429e-13 -1.35259e-13 1.3216e-11)))
384	(((1.93815e-07 -8.5067e-10 7.45685e-18) (1.06203e-07 -3.53723e-10 2.09336e-12)) ((1.5941e-13 2.84683e-13 4.90528e-17) (-2.00212e-13 -1.39876e-13 1.32747e-11)))
385	(((1.93793e-07 -8.52931e-10 2.29845e-17) (1.06165e-07 -3.53706e-10 1.95088e-12)) ((2.07428e-13 2.52061e-13 4.91219e-17) (-2.04351e-13 -1.36579e-13 1.33303e-11)))
386	(((1.93751e-07 -8.54202e-10 1.14016e-17) (1.06128e-07 -3.53792e-10 2.08023e-12)) ((1.59076e-13 2.87015e-13 4.91578e-17) (-2.0174e-13 -1.40864e-13 1.33863e-11)))
387	(((1.93697e-07 -8.52901e-10 2.17478e-17) (1.06091e-07 -3.53922e-10 1.98918e-12)) ((2.0741e-13 2.50365e-13 4.91057e-17) (-2.00741e-13 -1.37565e-13 1.34447e-11)))
388	(((1.93642e-07 -8.47958e-10 8.59644e-18) (1.06055e-07 -3.54088e-10 2.10405e-12)) ((1.57255e-13 2.89246e-13 4.92348e-17) (-1.99696e-13 -1.40962e-13 1.35035e-11)))
389	(((1.93592e-07 -8.49332e-10 2.40006e-17) (1.06019e-07 -3.54094e-10 2.0143e-12)) ((2.12284e-13 2.53088e-13 4.92553e-17) (-2.04042e-13 -1.36989e-13 1.35574e-11)))
390	(((1.93562e-07 -8.53141e-10 7.88245e-18) (1.05984e-07 -3.54115e-10 2.05986e-12)) ((1.63798e-13 2.84787e-13 4.92745e-17) (-2.01898e-13 -1.38777e-13 1.36088e-11)))
391	(((1.93547e-07 -8.58372e-10 2.33329e-17) (1.05949e-07 -3.54222e-10 1.95619e-12)) ((2.1159e-13 2.51863e-13 4.93775e-17) (-2.04935e-13 -1.35979e-13 1.36613e-11)))
392	(((1.93528e-07 -8.60277e-10 1.0461e-17) (1.05914e-07 -3.54329e-10 2.05485e-12)) ((1.64005e-13 2.87693e-13 4.91279e-17) (-2.02325e-13 -1.39659e-13 1.37136e-11)))
393	(((1.93499e-07 -8.61929e-10 2.18021e-17) (1.05879e-07 -3.54344e-10 1.90652e-12)) ((2.02709e-13 2.50007e-13 4.91735e-17) (-2.05447e-13 -1.3556e-13 1.37646e-11)))
394	(((1.93451e-07 -8.61437e-10 9.56815e-18) (1.05844e-07 -3.54473e-10 2.0293e-12)) ((1.66082e-13 2.86555e-13 4.92173e-17) (-1.99232e-13 -1.40174e-13 1.38172e-11)))
395	(((1.93393e-07 -8.5919e-10 2.44192e-17) (1.0581e-07 -3.54579e-10 1.94895e-12)) ((2.10616e-13 2.51258e-13 4.93084e-17) (-2.05718e-13 -1.37043e-13 1.38696e-11)))
396	(((1.93343e-07 -8.55481e-10 7.11472e-18) (1.05776e-07 -3.54674e-10 2.06769e-12)) ((1.66569e-13 2.89312e-13 4.92117e-17) (-2.00244e-13 -1.40062e-13 1.39198e-11)))
397	(((1.93312e-07 -8.57565e-10 2.00689e-17) (1.05743e-07 -3.54673e-10 1.87548e-12)) ((2.08663e-13 2.53198e-13 4.94202e-17) (-2.09217e-13 -1.34179e-13 1.39666e-11)))
398	(((1.93295e-07 -8.63783e-10 9.76477e-18) (1.0571e-07 -3.54801e-10 2.12215e-12)) ((1.64953e-13 2.88514e-13 4.93253e-17) (-2.00288e-13 -1.4078e-13 1.40145e-11)))
399	(((1.9328e-07 -8.6754e-10 1.97346e-17) (1.05677e-07 -3.54829e-10 1.90796e-12)) ((2.02749e-13 2.52569e-13 4.93088e-17) (-2.05562e-13 -1.35371e-13 1.40608e-11)))
400	(((1.93258e-07 -8.65489e-10 9.28771e-18) (1.05645e-07 -3.54936e-10 2.03971e-12)) ((1.66691e-13 2.85731e-13 4.93616e-17) (-2.01986e-13 -1.39835e-13 1.41084e-11)))
401	(((1.93218e-07 -8.66969e-10 2.13844e-17) (1.05612e-07 -3.55036e-10 1.93107e-12)) ((2.13174e-13 2.54137e-13 4.93112e-17) (-2.04815e-13 -1.36748e-13 1.41568e-11)))
402	(((1.93162e-07 -8.66394e-10 6.93924e-18) (1.0558e-07 -3.55116e-10 2.04132e-12)) ((1.59447e-13 2.85981e-13 4.93778e-17) (-2.00207e-13 -1.40061e-13 1.42043e-11)))
403	(((1.93108e-07 -8.64806e-10 2.11606e-17) (1.05548e-07 -3.55184e-10 1.88091e-12)) ((2.10179e-13 2.51483e-13 4.95154e-17) (-2.0551e-13 -1.35154e-13 1.42503e-11)))
404	(((1.93073e-07 -8.62744e-10 8.75084e-18) (1.05517e-07 -3.55302e-10 2.02929e-12)) ((1.6102e-13 2.86516e-13 4.9479e-17) (-2.03171e-13 -1.38329e-13 1.42942e-11)))
405	(((1.93052e-07 -8.68179e-10 2.13824e-17) (1.05486e-07 -3.55375e-10 1.95313e-12)) ((2.08989e-13 2.50817e-13 4.94543e-17) (-2.03326e-13 -1.35993e-13 1.43378e-11)))
406	(((1.93038e-07 -8.73055e-10 6.80757e-18) (1.05456e-07 -3.55427e-10 2.02049e-12)) ((1.65333e-13 2.87263e-13 4.95239e-17) (-2.01378e-13 -1.38983e-13 1.43806e-11)))
407	(((1.9302e-07 -8.75929e-10 2.37156e-17) (1.05425e-07 -3.55509e-10 1.90763e-12)) ((2.09367e-13 2.519e-13 4.94461e-17) (-2.05605e-13 -1.35962e-13 1.44247e-11)))
408	(((1.92993e-07 -8.73481e-10 5.5926e-18) (1.05394e-07 -3.5567e-10 2.0393e-12)) ((1.65894e-13 2.85787e-13 4.93539e-17) (-1.97402e-13 -1.40008e-13 1.44708e-11)))
409	(((1.92948e-07 -8.71887e-10 2.02653e-17) (1.05364e-07 -3.55728e-10 1.90402e-12)) ((2.07778e-13 2.5293e-13 4.95729e-17) (-2.04141e-13 -1.36325e-13 1.45149e-11)))
410	(((1.92892e-07 -8.70767e-10 8.08589e-18) (1.05334e-07 -3.55812e-10 2.04982e-12)) ((1.68345e-13 2.87976e-13 4.95038e-17) (-2.00144e-13 -1.39912e-13 1.45575e-11)))
411	(((1.92845e-07 -8.7123e-10 1.89307e-17) (1.05304e-07 -3.55914e-10 1.98459e-12)) ((2.10887e-13 2.53046e-13 4.95933e-17) (-2.02106e-13 -1.36696e-13 1.45989e-11)))
412	(((1.92822e-07 -8.69731e-10 1.04211e-17) (1.05276e-07 -3.56004e-10 2.04149e-12)) ((1.66903e-13 2.82153e-13 4.96185e-17) (-2.00496e-13 -1.38973e-13 1.46378e-11)))
413	(((1.9281e-07 -8.75628e-10 2.21561e-17) (1.05247e-07 -3.56042e-10 1.91944e-12)) ((2.06583e-13 2.52569e-13 4.95434e-17) (-2.06112e-13 -1.35206e-13 1.46758e-11)))
414	(((1.92796e-07 -8.81546e-10 7.72228e-18) (1.05218e-07 -3.56139e-10 2.0206e-12)) ((1.61352e-13 2.88231e-13 4.94822e-17) (-2.01851e-13 -1.3885e-13 1.47153e-11)))
415	(((1.92772e-07 -8.82466e-10 1.9145e-17) (1.05189e-07 -3.56242e-10 1.89479e-12)) ((2.14115e-13 2.54094e-13 4.96168e-17) (-2.03741e-13 -1.35683e-13 1.47564e-11)))
416	(((1.92736e-07 -8.78321e-10 8.6943e-18) (1.0516e-07 -3.56383e-10 2.03018e-12)) ((1.64369e-13 2.85043e-13 4.95244e-17) (-2.00393e-13 -1.39552e-13 1.47977e-11)))
417	(((1.92688e-07 -8.7687e-10 1.90189e-17) (1.05132e-07 -3.56419e-10 1.86414e-12)) ((2.11395e-13 2.5141e-13 4.95546e-17) (-2.04068e-13 -1.34955e-13 1.48376e-11)))
418	(((1.92636e-07 -8.77206e-10 6.96918e-18) (1.05104e-07 -3.56543e-10 2.06679e-12)) ((1.67508e-13 2.84955e-13 4.97944e-17) (-1.97375e-13 -1.40062e-13 1.48766e-11)))
419	(((1.92601e-07 -8.78612e-10 2.31566e-17) (1.05077e-07 -3.56614e-10 1.92829e-12)) ((2.097e-13 2.50233e-13 4.97646e-17) (-2.04405e-13 -1.35246e-13 1.49125e-11)))
420	(((1.92587e-07 -8.78692e-10 6.14522e-18) (1.0505e-07 -3.56715e-10 2.01909e-12)) ((1.60313e-13 2.83564e-13 4.95964e-17) (-1.99607e-13 -1.38174e-13 1.49476e-11)))
421	(((1.92581e-07 -8.85121e-10 2.2263e-17) (1.05023e-07 -3.56811e-10 1.95346e-12)) ((2.11881e-13 2.5079e-13 4.96743e-17) (-2.02262e-13 -1.36768e-13 1.49844e-11)))
422	(((1.92563e-07 -8.88908e-10 7.3271e-18) (1.04996e-07 -3.56901e-10 2.04011e-12)) ((1.6648e-13 2.87412e-13 4.95925e-17) (-1.98033e-13 -1.39859e-13 1.50213e-11)))
423	(((1.9253e-07 -8.88663e-10 1.96465e-17) (1.04969e-07 -3.56992e-10 1.91391e-12)) ((2.06128e-13 2.5086e-13 4.95731e-17) (-2.01116e-13 -1.36336e-13 1.50588e-11)))
424	(((1.92484e-07 -8.82778e-10 6.73622e-18) (1.04942e-07 -3.5713e-10 1.92801e-12)) ((1.59556e-13 2.88066e-13 4.96656e-17) (-2.0025e-13 -1.38096e-13 1.50972e-11)))
425	(((1.92439e-07 -8.81812e-10 2.20648e-17) (1.04916e-07 -3.57201e-10 1.92584e-12)) ((2.11418e-13 2.4889e-13 4.97344e-17) (-2.01616e-13 -1.35621e-13 1.51331e-11)))
426	(((1.92404e-07 -8.8325e-10 6.18365e-18) (1.0489e-07 -3.57292e-10 1.98773e-12)) ((1.61784e-13 2.85444e-13 4.97554e-17) (-1.99474e-13 -1.37864e-13 1.5166e-11)))
427	(((1.9238e-07 -8.85135e-10 2.0451e-17) (1.04865e-07 -3.57321e-10 1.92475e-12)) ((2.12787e-13 2.49877e-13 4.98969e-17) (-2.01828e-13 -1.35008e-13 1.51961e-11)))
428	(((1.9237e-07 -8.86764e-10 8.90639e-18) (1.0484e-07 -3.57476e-10 2.11019e-12)) ((1.69588e-13 2.8634e-13 4.97089e-17) (-1.97476e-13 -1.40452e-13 1.52291e-11)))
429	(((1.9236e-07 -8.91533e-10 1.78866e-17) (1.04814e-07 -3.57514e-10 1.95908e-12)) ((2.08516e-13 2.53403e-13 4.96974e-17) (-1.97984e-13 -1.36523e-13 1.52617e-11)))
430	(((1.92339e-07 -8.92754e-10 8.56181e-18) (1.04789e-07 -3.57619e-10 2.03868e-12)) ((1.6331e-13 2.82847e-13 4.98236e-17) (-1.95532e-13 -1.40088e-13 1.52956e-11)))
431	(((1.92302e-07 -8.91716e-10 2.24274e-17) (1.04763e-07 -3.57736e-10 1.95346e-12)) ((2.11127e-13 2.51391e-13 4.97489e-17) (-1.97372e-13 -1.37418e-13 1.5331e-11)))
432	(((1.92251e-07 -8.85794e-10 6.05764e-18) (1.04738e-07 -3.57851e-10 2.05297e-12)) ((1.6196e-13 2.86538e-13 4.97891e-17) (-1.93939e-13 -1.40043e-13 1.53643e-11)))
433	(((1.92207e-07 -8.86869e-10 2.07311e-17) (1.04714e-07 -3.57918e-10 1.91616e-12)) ((2.10638e-13 2.51583e-13 4.9926e-17) (-2.00093e-13 -1.35497e-13 1.53954e-11)))
